E.Godavari,570,570,570,570,535,535,535,535,515,515,515,515,490,493,496,496,496,500,500,503,505,505,505,475,455,455,455,455,-,-,-,509.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospet,570,570,570,570,570,570,570,570,570,550,550,530,530,530,530,530,530,530,530,530,510,510,495,475,475,475,475,445,-,-,-,530.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,570,575,575,575,560,560,560,560,540,510,510,510,510,510,510,510,510,510,510,510,510,480,480,450,425,425,425,425,-,-,-,510.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabalpur,595,601,601,591,580,580,570,560,550,540,530,530,530,520,510,510,500,500,500,500,500,490,480,465,435,421,421,421,-,-,-,518.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolkata (WB),640,640,610,600,600,600,590,590,580,580,580,560,560,560,565,565,575,575,575,580,580,545,545,545,545,520,520,510,-,-,-,572.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludhiana,521,521,521,521,495,495,495,474,474,474,474,474,461,461,461,461,461,461,461,461,461,438,432,432,418,418,402,402,-,-,-,465.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai (CC),630,635,635,635,620,620,620,610,600,585,570,570,570,560,560,560,560,560,560,560,560,540,-,510,495,485,475,-,-,-,-,572.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysuru,625,625,625,625,625,625,625,625,625,610,610,590,590,590,590,590,590,590,590,590,565,565,545,525,525,-,525,490,-,-,-,588.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namakkal,575,575,575,575,575,575,575,575,575,555,555,535,535,535,535,535,535,535,535,535,515,515,500,480,480,480,480,450,-,-,-,535.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pune,630,635,635,635,615,615,615,610,600,585,570,570,570,560,560,560,560,560,560,560,560,545,530,515,495,485,465,455,-,-,-,566.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raipur,578,585,585,580,570,555,555,555,535,525,515,515,505,500,490,490,490,490,490,490,490,480,470,450,440,425,425,425,-,-,-,507.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surat,610,615,620,625,625,625,615,610,600,585,570,520,540,520,520,520,-,520,520,520,520,-,500,480,460,460,460,-,-,-,-,550.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijayawada,590,590,590,590,570,570,570,570,550,540,540,525,515,515,515,515,515,520,520,520,520,520,505,475,475,475,475,475,-,-,-,530.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vizag,585,585,585,585,560,560,560,560,540,540,540,540,540,540,540,540,540,540,540,540,540,540,520,485,465,465,465,465,-,-,-,535.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Godavari,570,570,570,570,535,535,535,535,515,515,515,515,490,493,496,496,496,500,500,503,505,505,505,475,455,455,455,455,-,-,-,509.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,572,577,577,577,562,562,562,562,542,512,512,512,512,512,512,512,512,512,512,512,512,482,482,452,427,427,427,427,-,-,-,512.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices,Prevailing Prices
Allahabad (CC),595,595,595,581,576,571,571,562,548,538,533,529,524,519,514,514,514,514,510,505,500,495,490,486,486,481,476,476,-,-,-,528.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhopal,590,600,600,600,590,590,570,560,550,540,530,530,520,510,510,510,510,500,490,490,460,460,460,460,450,430,430,430,-,-,-,516.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indore (CC),580,580,480,560,550,550,555,555,555,540,520,510,500,495,495,485,485,485,485,475,475,465,465,445,445,430,430,430,-,-,-,500.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanpur (CC),567,567,567,567,567,567,567,548,533,533,524,500,500,486,486,486,486,486,486,486,486,471,471,471,471,471,471,471,-,-,-,510.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luknow (CC),595,595,595,595,595,595,595,583,567,533,548,545,538,524,517,517,517,567,567,517,517,500,500,490,490,490,490,490,-,-,-,541.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muzaffurpur (CC),585,585,585,565,560,560,540,540,540,540,540,530,530,530,530,530,530,530,530,-,510,500,500,485,485,470,465,465,-,-,-,528.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagpur,605,610,615,615,595,580,570,570,570,550,550,540,535,535,530,520,520,520,510,510,510,510,510,490,490,450,450,430,-,-,-,535.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patna,585,585,585,565,560,560,540,540,540,540,540,530,530,530,530,530,530,530,530,-,510,500,500,485,485,470,465,465,-,-,-,528.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranchi (CC),590,590,590,590,590,590,580,571,562,548,548,548,543,543,524,524,524,524,534,524,514,514,505,500,500,500,500,490,-,-,-,541.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varanasi (CC),567,567,567,560,560,560,560,550,540,533,524,524,517,510,500,500,500,500,500,483,483,483,483,473,467,467,467,467,-,-,-,514.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
